year,industry1,industry2,occupation1,resignation_rate
2003,manufacturing,machinery and equipment,"production and transport operators, cleaners and labourers",1.7
2003,manufacturing,electrical products,total,1.2
2003,manufacturing,electrical products,"professional, managers, executive and technicians",0.9
2003,manufacturing,electrical products,"clerical, sales and services workers",1.2
2003,manufacturing,electrical products,"production and transport operators, cleaners and labourers",1.3
2003,manufacturing,electronic products,total,1.5
2003,manufacturing,electronic products,"professional, managers, executive and technicians",0.9
2003,manufacturing,electronic products,"clerical, sales and services workers",1.4
2003,manufacturing,electronic products,"production and transport operators, cleaners and labourers",1.9
2003,manufacturing,medical and precision instruments,total,1.3
2003,manufacturing,medical and precision instruments,"professional, managers, executive and technicians",1
2003,manufacturing,medical and precision instruments,"clerical, sales and services workers",1.1
2003,manufacturing,medical and precision instruments,"production and transport operators, cleaners and labourers",1.4
2003,manufacturing,transport equipment,total,1.2
2003,manufacturing,transport equipment,"professional, managers, executive and technicians",0.8
2003,manufacturing,transport equipment,"clerical, sales and services workers",1.6
2003,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",1.2
2003,manufacturing,other manufacturing industries,total,1.8
2003,manufacturing,other manufacturing industries,"professional, managers, executive and technicians",1.2
2003,manufacturing,other manufacturing industries,"clerical, sales and services workers",2.2
2003,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",1.8
2003,construction,construction,total,2
2003,construction,construction,"professional, managers, executive and technicians",1.9
2003,construction,construction,"clerical, sales and services workers",2.3
2003,construction,construction,"production and transport operators, cleaners and labourers",2.1
2003,services,wholesale and retail trade,total,2.5
2003,services,wholesale and retail trade,"professional, managers, executive and technicians",1.2
2003,services,wholesale and retail trade,"clerical, sales and services workers",3.8
2003,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",1.8
2003,services,transport and storage,total,1.1
2003,services,transport and storage,"professional, managers, executive and technicians",1
2003,services,transport and storage,"clerical, sales and services workers",1.1
2003,services,transport and storage,"production and transport operators, cleaners and labourers",1.2
2003,services,hotels and restaurants,total,4.7
2003,services,hotels and restaurants,"professional, managers, executive and technicians",2.3
2003,services,hotels and restaurants,"clerical, sales and services workers",5.2
2003,services,hotels and restaurants,"production and transport operators, cleaners and labourers",5.1
2003,services,information and communications,total,1.6
2003,services,information and communications,"professional, managers, executive and technicians",1.5
2003,services,information and communications,"clerical, sales and services workers",1.8
2003,services,information and communications,"production and transport operators, cleaners and labourers",2.7
2003,services,financial services,total,1.2
2003,services,financial services,"professional, managers, executive and technicians",1.2
2003,services,financial services,"clerical, sales and services workers",1.2
2003,services,financial services,"production and transport operators, cleaners and labourers",1.3
2003,services,real estate and leasing services,total,3.2
2003,services,real estate and leasing services,"professional, managers, executive and technicians",1.6
2003,services,real estate and leasing services,"clerical, sales and services workers",2.3
2003,services,real estate and leasing services,"production and transport operators, cleaners and labourers",4.2
